,Horodateur,Boutique,code postal,Depuis combien de temps êtes vous un client de la Maison Pariès ?,A quelle fréquence venez-vous nous rendre visite ?,Comment nous avez-vous connus ?,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,Quel est le produit que vous préférez ?,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,Où achetez-vous nos produits ?,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,"Si vous n'êtes pas de la région, aimeriez-vous pouvoir trouver nos produits à proximité de votre domicile ?",Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,Quelle est votre catégorie socio-professionnelle ?,Tranche d'âge,de combien de personnes se compose votre foyer ?,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)"
1044,2022-07-29,Biarritz,40220,Depuis toujours,visite mensuelle,bouche à oreille,Qualité,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Gateau basque trop sucré,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",50/64,4.0,plus de 15 ans,Non,
1045,2022-07-29,Biarritz,Canada,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Savoureux; Propre,pour me faire plaisir,,,,,,Non,,,,"Faire soi-même; Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Profession libérale,50/64,1.0,,Non,
1046,2022-07-29,Biarritz,76600,Depuis quelques années,visite exceptionnelle,"par hasard en passant devant, BD",Savoureux; Plaisant,pour me faire plaisir; pour faire un cadeau,Gateau basque; Glaces,Glaces,Aucun,,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Faire plus dégustation,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,4.0,plus de 15 ans,Non,
1047,2022-07-29,Biarritz,64200,Depuis toujours,visite mensuelle,bouche à oreille,Tradition,pour faire un cadeau,Mouchous,Gateau basque noisette,Aucun,,En fonction de l'endroit où je me trouve,oui,,,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Retraité,50/64,2.0,,Non,
1048,2022-07-29,Biarritz,33700,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Chaleureux; Tradition,pour me faire plaisir,Gateau basque crème,Je ne sais pas,Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Employé,50/64,3.0,plus de 15 ans,Non,**********
1049,2022-07-29,Biarritz,64600,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Savoureux; Tradition,quand je reçois du monde ou quand je suis invitée; Travail,Gateau basque,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,35/49,5.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
1050,2022-07-29,Biarritz,44000,C’est une de mes premières visites,C'est la première fois !,bouche à oreille,Tradition; Savoureux,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,5.0,plus de 15 ans,Non,
1051,2022-07-29,Biarritz,64100,Depuis toujours,visite exceptionnelle,bouche à oreille,Belle,quand je reçois du monde ou quand je suis invitée; Fêtes,Kanougas,Je ne sais pas,Chocolat,Exception,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,,Non,
1052,2022-07-29,Biarritz,95170,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Tradition,pour faire un cadeau,,,,,,Non,,,,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,35/49,4.0,entre 5 et 10 ans,Non,
1053,2022-07-29,Biarritz,78370,Depuis quelques années,visite exceptionnelle,bouche à oreille,Savoureux; Belle,pour me faire plaisir; pour faire un cadeau,Touron,Gateau basque aux agrumes,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,1.0,,Non,
1054,2022-07-29,Biarritz,35200,C’est une de mes premières visites,visite exceptionnelle,par hasard en passant devant,Raffiné; Attrayant,pour me faire plaisir; pour régaler ma famille,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité",Femme,Profession intermédiaire,35/49,5.0,"entre 5 et 10 ans, plus de 15 ans",Non,
1055,2022-07-29,Biarritz,13006,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Très bon; Accueillant,pour me faire plaisir; pour faire un cadeau,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,25/34,2.0,,Non,
1056,2022-07-29,Biarritz,64200,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Accueillant; Savoureux,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Macarons; Gateau basque,Je ne sais pas,Macarons; Gateau basque,Pour changer,Toujours dans la même boutique,Non,,,Continuer,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,4.0,plus de 15 ans,Non,
1057,2022-07-29,Biarritz,64200,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Bon; Tradition,pour faire un cadeau,Gateau basque aux agrumes,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,"Artisan, commerçant, chef d'entreprise",50/64,2.0,,Non,
1058,2022-07-29,Biarritz,33260,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Excellent; Local,pour me faire plaisir; pour faire un cadeau,Mouchous,Espelines,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Continuer,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,35/49,4.0,"- de 5 ans, entre 5 et 10 ans",Non,
1059,2022-07-29,Biarritz,67800,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour régaler ma famille,Mouchous,Kanougas,Gateau basque,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,50/64,4.0,"entre 5 et 10 ans, plus de 15 ans",Non,**********
1060,2022-07-29,Biarritz,37000,Depuis toujours,visite exceptionnelle,bouche à oreille,Bon; Local,pour me faire plaisir,Mouchous,Gateau basque individuel,Aucun,,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,25/34,1.0,,Non,
1061,2022-07-29,Biarritz,31300,Depuis quelques années,visite exceptionnelle,bouche à oreille,Excellent,pour me faire plaisir,Kanougas,Je ne sais pas,Je ne sais pas,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,50/64,2.0,,Non,
1062,2022-07-31,St Jean,64600,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Qualité,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Gateau basque aux agrumes,Macarons,Meilleur ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,50/64,5.0,"- de 5 ans, entre 11 et 15 ans",Non,
1063,2022-07-31,St Jean,40990,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Qualité; Excellent,pour me faire plaisir; pour régaler ma famille,Gateau basque,Gateau de voyage,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Continuer,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,,Non,
1064,2022-07-31,St Jean,78170,Depuis toujours,visite exceptionnelle,par hasard en passant devant,Qualité; Excellent,pour faire un cadeau,Gateau basque aux agrumes; Espelines,Espelines,Aucun,,Toujours dans la même boutique,Non,,,"Par rapport aux dégustations à SJL: d'habitude un Kanougas offert, là un bout de touron dans une serviette, moins appréciable","Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité",Femme,Profession libérale,50/64,1.0,,Non,
1065,2022-07-31,St Jean,64500,Depuis toujours,visite mensuelle,bouche à oreille,Tradition,pour me faire plaisir; pour régaler ma famille,Mouchous,Espelines,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,plus de 15 ans,Non,
1066,2022-07-31,St Jean,64210,Depuis quelques années,visite hebdomadaire,bouche à oreille,Excellent,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Noël; Fêtes,Chocolat; Gateau basque,Je ne sais pas,Gateau basque; Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Faire soi-même",Homme,"Artisan, commerçant, chef d'entreprise",50/64,4.0,plus de 15 ans,Non,**********
1067,2022-07-31,St Jean,92290,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Très bon; Innovation,pour me faire plaisir; pour régaler ma famille,Gateau basque aux agrumes; Pâtisseries Saint Honoré,Gateau de voyage,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,1.0,,Non,
1068,2022-07-31,St Jean,64210,Depuis toujours,visite mensuelle,bouche à oreille,Bon; Belle,pour me faire plaisir; pour régaler ma famille,Pâtisseries Tarte aux framboises; Pâtisseries Russe,Espelines,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,oui,,,Site internet pas très fluide (difficulté de commande); Instaurer le click&collect,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,5.0,"entre 11 et 15 ans, plus de 15 ans",Oui,
1069,2022-07-31,St Jean,31700,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Meilleur gâteau basque,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Homme,Cadre et profession intellectuelle supérieure,50/64,3.0,plus de 15 ans,Non,
1070,2022-07-31,St Jean,64500,Depuis quelques années,visite mensuelle,bouche à oreille,Chaleureux,pour faire un cadeau,Mouchous,Je ne sais pas,Gateau basque; Pâtisseries,Pour changer,Toujours dans la même boutique,Non,,,Service plus rapide,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Homme,Employé,50/64,5.0,"entre 5 et 10 ans, entre 11 et 15 ans, plus de 15 ans",Non,
1071,2022-07-31,St Jean,59260,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour me faire plaisir; pour régaler ma famille; quand je reçois du monde ou quand je suis invitée,Gateau basque aux agrumes,Gateau basque aux agrumes,Aucun,,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,**********
1072,2022-07-31,St Jean,75011,Depuis toujours,Surtout en été,bouche à oreille,Très bon,pour me faire plaisir; pour régaler ma famille,Viennoiseries Royal Amande,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Service plus rapide,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
1073,2022-07-31,St Jean,33400,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon; Meilleur gâteau basque,pour me faire plaisir,Gateau basque,Gateau basque aux agrumes,Aucun,,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Faire soi-même; Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Cadre et profession intellectuelle supérieure,65 et +,2.0,,Non,
1074,2022-07-31,St Jean,64500,Depuis quelques années,visite mensuelle,bouche à oreille,Bon,pour me faire plaisir; pour faire un cadeau,Gateau basque; Pâtisseries,Pâtisseries,Aucun,,Toujours dans la même boutique,Non,,,Continuer,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Retraité,65 et +,2.0,,Non,
